Accession	Begin	End	Chromosome	Orientation	Name	Symbol	Gene ID	Gene Type	Transcripts accession	Protein accession	Protein length	Locus tag
NT_033777.3	12508260	12508533	3R	plus	uncharacterized gene	CR46155	26067469	pseudogene				Dmel_CR46155
NT_033777.3	12509076	12511461	3R	plus	Heat shock protein 70 Bc	Hsp70Bc	48583	protein-coding	NM_141952.2	NP_650209.1	641	Dmel_CG6489
NT_033777.3	12511570	12548229	3R	minus	Octopamine beta3 receptor	Octbeta3R	3885573	protein-coding	NM_141953.3	NP_650210.2	1118	Dmel_CG42244
NT_033777.3	12526188	12529076	3R	plus	Hugin	Hug	41547	protein-coding	NM_079605.2	NP_524329.1	191	Dmel_CG6371
NT_033777.3	12532699	12533786	3R	minus	long non-coding RNA:CR46016	lncRNA:CR46016	26067337	lncRNA	NR_133384.1			Dmel_CR46016
NT_033777.3	12550625	12595725	3R	minus	Octopamine beta2 receptor	Octbeta2R	41549	protein-coding	NM_001038960.3	NP_001034049.1	536	Dmel_CG33976
NT_033777.3	12551515	12551614	3R	minus	mir-284 stem loop	mir-284	12797892	miRNA	NR_048378.1			Dmel_CR42906
NT_033777.3	12614392	12615200	3R	minus	long non-coding RNA:CR46017	lncRNA:CR46017	26067338	lncRNA	NR_133385.1			Dmel_CR46017
NT_033777.3	12618876	12619428	3R	minus	long non-coding RNA:CR44942	lncRNA:CR44942	19835903	lncRNA	NR_125150.1			Dmel_CR44942
NT_033777.3	12623762	12627829	3R	minus	Vacuolar H[+]-ATPase 55kD subunit	Vha55	41550	protein-coding	NM_057560.4	NP_476908.1	490	Dmel_CG17369
NT_033777.3	12628031	12630495	3R	plus	Sorting nexin 3	Snx3	41551	protein-coding	NM_141957.4	NP_650214.1	167	Dmel_CG6359
NT_033777.3	12630647	12633188	3R	plus	CCR4-NOT transcription complex subunit 10	Not10	41552	protein-coding	NM_141958.4	NP_650215.1	635	Dmel_CG18616
NT_033777.3	12633359	12634670	3R	plus	uncharacterized protein	CG18530	59241	protein-coding	NM_144457.3	NP_652714.2	389	Dmel_CG18530
NT_033777.3	12634192	12634744	3R	minus	antisense RNA:CR46018	asRNA:CR46018	26067339	antisense_RNA	NR_133386.1			Dmel_CR46018
NT_033777.3	12634917	12636283	3R	plus	uncharacterized protein	CG11598	41554	protein-coding	NM_001043245.2	NP_001036710.1	388	Dmel_CG11598
NT_033777.3	12636540	12637976	3R	plus	uncharacterized protein	CG11600	41555	protein-coding	NM_141960.3	NP_650217.2	406	Dmel_CG11600
NT_033777.3	12638481	12640033	3R	plus	uncharacterized protein	CG11608	41556	protein-coding	NM_141961.4	NP_650218.3	430	Dmel_CG11608
NT_033777.3	12640163	12642482	3R	minus	uncharacterized protein	CG6753	41557	protein-coding	NM_141962.4	NP_650219.2	405	Dmel_CG6753
NT_033777.3	12645719	12646077	3R	minus	long non-coding RNA:CR46351	lncRNA:CR46351	39877393	lncRNA	NR_163202.1			Dmel_CR46351
NT_033777.3	12648058	12652910	3R	plus	Dpp target gene	Dtg	41558	protein-coding	NM_141963.3	NP_650220.2	612	Dmel_CG6234
NT_033777.3	12654577	12660860	3R	plus	uncharacterized protein, isoform A	CG6225	41559	protein-coding	NM_141964.3	NP_650221.1	704	Dmel_CG6225
NT_033777.3	12661378	12662138	3R	minus	long non-coding RNA:CR45586	lncRNA:CR45586	19835746	lncRNA	NR_125151.1			Dmel_CR45586
NT_033777.3	12662831	12673959	3R	plus	uncharacterized protein, isoform B	CG14395	41560	protein-coding	NM_141965.3	NP_650222.2	1073	Dmel_CG14395
NT_033777.3	12674608	12676084	3R	plus	Glycine N-methyltransferase	Gnmt	41561	protein-coding	NM_141966.4	NP_650223.1	289	Dmel_CG6188
NT_033777.3	12676010	12676260	3R	minus	uncharacterized protein	CG43630	12797893	protein-coding	NM_001260150.1	NP_001247079.1	48	Dmel_CG43630
NT_033777.3	12676487	12679052	3R	minus	members only	mbo	41562	protein-coding	NM_079606.4	NP_524330.2	702	Dmel_CG6819
NT_033777.3	12679279	12681375	3R	minus	Cytochrome P450 313a4	Cyp313a4	41563	protein-coding	NM_141967.4	NP_650224.3	494	Dmel_CG6802
NT_033777.3	12682186	12689367	3R	minus	karmoisin	kar	45883	protein-coding	NM_143768.3	NP_652025.2	553	Dmel_CG12286
NT_033777.3	12689873	12691468	3R	minus	Suppressor of fused	Su(fu)	41565	protein-coding	NM_080502.5	NP_536750.2	468	Dmel_CG6054
NT_033777.3	12691733	12692597	3R	minus	uncharacterized protein	CG31347	318693	protein-coding	NM_169477.2	NP_731735.1	143	Dmel_CG31347
NT_033777.3	12691743	12694232	3R	plus	Actin-related protein 1	Arp1	41566	protein-coding	NM_079607.3	NP_524331.2	376	Dmel_CG6174
NT_033777.3	12694229	12694842	3R	minus	uncharacterized protein	CG14391	41567	protein-coding	NM_141968.5	NP_650225.2	135	Dmel_CG14391
NT_033777.3	12695129	12697379	3R	plus	Ninjurin C	NijC	41568	protein-coding	NM_001104290.2	NP_001097760.1	135	Dmel_CG14394
NT_033777.3	12697322	12704875	3R	plus	Putative Achaete Scute Target 1	Past1	41569	protein-coding	NM_079608.3	NP_524332.2	534	Dmel_CG6148
NT_033777.3	12705094	12705818	3R	plus	uncharacterized protein	CG12279	41570	protein-coding	NM_141970.2	NP_650227.1	110	Dmel_CG12279
NT_033777.3	12705523	12712299	3R	minus	DNA polymerase theta	PolQ	41571	protein-coding	NM_079609.3	NP_524333.1	2059	Dmel_CG6019
NT_033777.3	12713103	12722442	3R	minus	Malic enzyme	Men	47173	protein-coding	NM_080141.4	NP_524880.2	763	Dmel_CG10120
NT_033777.3	12727759	12728459	3R	plus	long non-coding RNA:CR44231	lncRNA:CR44231	14462457	lncRNA	NR_074001.1			Dmel_CR44231
NT_033777.3	12739642	12741417	3R	plus	UDP-glycosyltransferase family 37 member A2	Ugt37A2	41573	protein-coding	NM_141971.3	NP_650228.1	530	Dmel_CG5724
NT_033777.3	12741958	12743680	3R	minus	UDP-glycosyltransferase family 37 member A3	Ugt37A3	41574	protein-coding	NM_141972.2	NP_650229.2	530	Dmel_CG5999
NT_033777.3	12744672	12745388	3R	minus	long non-coding RNA:CR46238	lncRNA:CR46238	26067549	lncRNA	NR_133387.1			Dmel_CR46238
NT_033777.3	12746036	12783216	3R	minus	beaten path Vc	beat-Vc	41575	protein-coding	NM_001369977.1	NP_001356887.1	297	Dmel_CG14390
NT_033777.3	12767178	12767468	3R	minus	long non-coding RNA:CR44233	lncRNA:CR44233	14462458	lncRNA	NR_074002.1			Dmel_CR44233
NT_033777.3	12767627	12768357	3R	plus	long non-coding RNA:CR44232	lncRNA:CR44232	14462459	lncRNA	NR_074003.1			Dmel_CR44232
NT_033777.3	12811145	12817029	3R	minus	uncharacterized protein	CG31345	41576	protein-coding	NM_169480.2	NP_731744.1	213	Dmel_CG31345
NT_033777.3	12833127	12833725	3R	plus	long non-coding RNA:CR46217	lncRNA:CR46217	26067528	lncRNA	NR_133388.1			Dmel_CR46217
NT_033777.3	12840560	12848419	3R	minus	beaten path Va	beat-Va	41578	protein-coding	NM_141976.4	NP_650233.3	300	Dmel_CG10134
NT_033777.3	12849090	12849585	3R	minus	long non-coding RNA:CR45587	lncRNA:CR45587	19834775	lncRNA	NR_125152.1			Dmel_CR45587
NT_033777.3	12850380	12850668	3R	minus	long non-coding RNA:CR44234	lncRNA:CR44234	14462460	lncRNA	NR_074005.1			Dmel_CR44234
NT_033777.3	12855544	12859246	3R	minus	uncharacterized protein, isoform A	CG10126	41579	protein-coding	NM_141977.3	NP_650234.3	215	Dmel_CG10126
NT_033777.3	12873131	12874445	3R	plus	long non-coding RNA:CR46218	lncRNA:CR46218	26067529	lncRNA	NR_133389.1			Dmel_CR46218
NT_033777.3	12891911	12892467	3R	minus	antisense RNA:CR44235	asRNA:CR44235	14462461	antisense_RNA	NR_074006.1			Dmel_CR44235
NT_033777.3	12891956	12893158	3R	plus	davis-cup	d-cup	41580	protein-coding	NM_141978.3	NP_650235.1	219	Dmel_CG14387
NT_033777.3	12893972	12894529	3R	minus	uncharacterized gene	CR33929	10178780	pseudogene				Dmel_CR33929
NT_033777.3	12910120	12911292	3R	minus	uncharacterized protein	CG10909	41581	protein-coding	NM_141979.2	NP_650236.1	349	Dmel_CG10909
NT_033777.3	12916056	12934813	3R	plus	beaten path Vb	beat-Vb	41583	protein-coding	NM_169481.1	NP_731748.1	328	Dmel_CG31298
NT_033777.3	12930734	12931327	3R	minus	long non-coding RNA:CR44236	lncRNA:CR44236	14462462	lncRNA	NR_074007.1			Dmel_CR44236
NT_033777.3	12950042	12967712	3R	minus	granny smith	grsm	41587	protein-coding	NM_141983.3	NP_650240.1	558	Dmel_CG7340
NT_033777.3	12961745	12963249	3R	plus	Spc25	Spc25	41585	protein-coding	NM_141982.3	NP_650239.1	222	Dmel_CG7242
NT_033777.3	12963791	12965923	3R	plus	Cytochrome P450 304a1	Cyp304a1	41586	protein-coding	NM_169484.2	NP_731751.1	510	Dmel_CG7241
NT_033777.3	12965938	12967712	3R	minus	uncharacterized protein, isoform A	CG14384	41588	protein-coding	NM_141984.3	NP_650241.1	165	Dmel_CG14384
NT_033777.3	12967775	12977471	3R	minus	uncharacterized protein, isoform A	CG7381	41589	protein-coding	NM_141985.3	NP_650242.1	712	Dmel_CG7381
NT_033777.3	12978000	12980535	3R	plus	uncharacterized protein	CG7091	41590	protein-coding	NM_141986.4	NP_650243.2	509	Dmel_CG7091
NT_033777.3	12980792	12985488	3R	plus	polyA-binding protein interacting protein 2	Paip2	41591	protein-coding	NM_079610.3	NP_524334.1	124	Dmel_CG12358
NT_033777.3	12986041	12991543	3R	plus	uncharacterized protein, isoform B	CG31342	41592	protein-coding	NM_001104293.2	NP_001097763.1	994	Dmel_CG31342
NT_033777.3	12987376	12988511	3R	minus	uncharacterized protein	CG14383	41593	protein-coding	NM_141988.2	NP_650245.1	332	Dmel_CG14383
NT_033777.3	12991449	12993201	3R	minus	yellow-f, isoform A	yellow-f	41595	protein-coding	NM_079611.2	NP_524335.1	429	Dmel_CG18550
NT_033777.3	12993395	12995147	3R	minus	yellow-f2	yellow-f2	41596	protein-coding	NM_141990.3	NP_650247.1	452	Dmel_CG8063
NT_033777.3	12995620	12996925	3R	plus	uncharacterized protein	CG7488	41597	protein-coding	NM_141991.3	NP_650248.1	373	Dmel_CG7488
NT_033777.3	12996876	12997726	3R	minus	uncharacterized protein, isoform A	CG17327	41598	protein-coding	NM_169488.2	NP_731760.1	139	Dmel_CG17327
NT_033777.3	12996876	12997726	3R	minus	uncharacterized protein, isoform A	CG44194	14462463	protein-coding	NM_001275589.1	NP_001262518.1	65	Dmel_CG44194
NT_033777.3	12998089	13008404	3R	plus	uncharacterized protein, isoform J	CG7518	41599	protein-coding	NM_141993.5	NP_650250.4	2360	Dmel_CG7518
NT_033777.3	13008384	13011310	3R	minus	uncharacterized protein	CG8031	41601	protein-coding	NM_141995.4	NP_650252.1	295	Dmel_CG8031
NT_033777.3	13009895	13011086	3R	plus	uncharacterized protein	CG11656	41600	protein-coding	NM_141994.2	NP_650251.1	291	Dmel_CG11656
NT_033777.3	13011649	13026275	3R	plus	C-terminal Binding Protein	CtBP	41602	protein-coding	NM_079612.3	NP_524336.2	386	Dmel_CG7583
NT_033777.3	13026283	13030659	3R	minus	uncharacterized protein, isoform A	CG46280	26067077	protein-coding	NM_141996.3	NP_650253.1	532	Dmel_CG46280
NT_033777.3	13028920	13030307	3R	minus	uncharacterized protein	CG46281	26067078	protein-coding	NM_001104295.3	NP_001097765.2	234	Dmel_CG46281
NT_033777.3	13030913	13031598	3R	plus	lethal (3) 87Df	l(3)87Df	49762	protein-coding	NM_080203.2	NP_524942.1	110	Dmel_CG7620
NT_033777.3	13032528	13038020	3R	plus	rosy	ry	41605	protein-coding	NM_079613.3	NP_524337.1	1335	Dmel_CG7642
NT_033777.3	13038375	13040184	3R	plus	uncharacterized protein	CG11668	41606	protein-coding	NM_141997.2	NP_650254.1	398	Dmel_CG11668
NT_033777.3	13040165	13042770	3R	minus	snake	snk	41607	protein-coding	NM_079614.3	NP_524338.2	435	Dmel_CG7996
NT_033777.3	13042050	13044086	3R	plus	uncharacterized protein, isoform D	CG11670	41608	protein-coding	NM_001104297.4	NP_001097767.2	404	Dmel_CG11670
NT_033777.3	13044157	13044529	3R	plus	uncharacterized protein	CG45122	19835488	protein-coding	NM_001300380.1	NP_001287309.1	86	Dmel_CG45122
NT_033777.3	13044759	13047388	3R	plus	Heat shock protein 70 cognate 2	Hsc70-2	41609	protein-coding	NM_079615.4	NP_524339.1	633	Dmel_CG7756
NT_033777.3	13047731	13049294	3R	plus	uncharacterized protein, isoform C	CG31157	318608	protein-coding	NM_001104299.2	NP_001097769.2	387	Dmel_CG31157
NT_033777.3	13049398	13051453	3R	minus	uncharacterized protein	CG7966	41610	protein-coding	NM_141999.3	NP_650256.2	486	Dmel_CG7966
NT_033777.3	13052245	13056725	3R	plus	piccolo	pic	41611	protein-coding	NM_142000.3	NP_650257.1	1140	Dmel_CG7769
NT_033777.3	13056818	13057676	3R	minus	long non-coding RNA:CR46530	lncRNA:CR46530	86703976	lncRNA	NR_190039.1			Dmel_CR46530
NT_033777.3	13057755	13078124	3R	plus	single-minded	sim	41612	protein-coding	NM_079616.4	NP_524340.2	688	Dmel_CG7771
NT_033777.3	13085478	13085976	3R	plus	long non-coding RNA:CR44967	lncRNA:CR44967	19835702	lncRNA	NR_125153.1			Dmel_CR44967
NT_033777.3	13086224	13086761	3R	plus	uncharacterized protein	CG43063	12797894	protein-coding	NM_001260153.1	NP_001247082.1	134	Dmel_CG43063
NT_033777.3	13088651	13163876	3R	plus	timeout	timeout	41615	protein-coding	NM_079617.3	NP_524341.3	1384	Dmel_CG7855
NT_033777.3	13089242	13090081	3R	plus	uncharacterized protein	CG34308	5740483	protein-coding	NM_001104300.2	NP_001097770.3	194	Dmel_CG34308
NT_033777.3	13105070	13105491	3R	minus	long non-coding RNA:CR46019	lncRNA:CR46019	26067340	lncRNA	NR_133390.1			Dmel_CR46019
NT_033777.3	13121951	13155687	3R	minus	2mit, isoform A	2mit	41616	protein-coding	NM_142001.4	NP_650258.2	1141	Dmel_CG42573
NT_033777.3	13132429	13155687	3R	minus	long non-coding RNA:CR45109	lncRNA:CR45109	19835384	lncRNA	NR_125154.1			Dmel_CR45109
NT_033777.3	13181304	13182154	3R	plus	uncharacterized protein	CG8138	41619	protein-coding	NM_142003.2	NP_650260.1	233	Dmel_CG8138
NT_033777.3	13185526	13186496	3R	minus	uncharacterized protein	CG8508	41620	protein-coding	NM_142004.4	NP_650261.1	267	Dmel_CG8508
NT_033777.3	13188519	13189568	3R	plus	uncharacterized protein	CG14380	41621	protein-coding	NM_142005.3	NP_650262.2	168	Dmel_CG14380
NT_033777.3	13191599	13192509	3R	plus	uncharacterized protein	CG8141	41622	protein-coding	NM_169496.3	NP_731776.1	239	Dmel_CG8141
NT_033777.3	13208754	13214465	3R	minus	uncharacterized protein	CG8483	41623	protein-coding	NM_142007.3	NP_650264.1	392	Dmel_CG8483
NT_033777.3	13219644	13220578	3R	minus	uncharacterized protein	CG8476	41624	protein-coding	NM_169497.2	NP_731777.1	242	Dmel_CG8476
NT_033777.3	13222951	13259517	3R	minus	Acetylcholine esterase	Ace	41625	protein-coding	NM_057605.5	NP_476953.1	649	Dmel_CG17907
NT_033777.3	13260356	13262227	3R	plus	uncharacterized protein, isoform A	CG11686	50024	protein-coding	NM_143947.4	NP_652204.1	70	Dmel_CG11686
NT_033777.3	13262733	13264061	3R	minus	ravus	Ravus	41626	protein-coding	NM_169498.3	NP_731779.1	359	Dmel_CG15889
NT_033777.3	13264364	13270038	3R	plus	Suppressor of variegation 3-7	Su(var)3-7	41627	protein-coding	NM_079618.4	NP_524342.3	1250	Dmel_CG8599
NT_033777.3	13269137	13272011	3R	minus	TBC1 domain family member 5	TBC1D5	41628	protein-coding	NM_169499.2	NP_731780.1	654	Dmel_CG8449
NT_033777.3	13279721	13284527	3R	plus	uncharacterized protein	CG8630	41629	protein-coding	NM_169500.2	NP_731781.1	408	Dmel_CG8630
NT_033777.3	13284946	13286529	3R	minus	uncharacterized protein	CG15888	41630	protein-coding	NM_001038961.2	NP_001034050.1	319	Dmel_CG15888
NT_033777.3	13287655	13288813	3R	minus	apnoia	apn	41631	protein-coding	NM_142013.3	NP_650270.1	137	Dmel_CG15887
NT_033777.3	13290629	13291846	3R	plus	Osiris 22	Osi22	41632	protein-coding	NM_169501.2	NP_731783.1	332	Dmel_CG8644
NT_033777.3	13292052	13293198	3R	minus	wnt inhibitor of Dorsal	wntD	41633	protein-coding	NM_142015.2	NP_650272.1	309	Dmel_CG8458
NT_033777.3	13294748	13298288	3R	plus	uncharacterized protein	CG8773	41634	protein-coding	NM_142016.3	NP_650273.2	994	Dmel_CG8773
NT_033777.3	13298768	13302334	3R	plus	uncharacterized protein, isoform A	CG8774	41635	protein-coding	NM_142017.3	NP_650274.2	942	Dmel_CG8774
NT_033777.3	13302648	13312785	3R	plus	uncharacterized protein, isoform B	CG32473	41636	protein-coding	NM_142019.3	NP_650276.2	903	Dmel_CG32473
NT_033777.3	13303426	13303856	3R	plus	uncharacterized protein	CG43208	12797895	protein-coding	NM_001260156.1	NP_001247085.1	73	Dmel_CG43208
NT_033777.3	13312855	13313188	3R	minus	uncharacterized protein	CG44142	14462464	protein-coding	NM_001275603.2	NP_001262532.1	83	Dmel_CG44142
NT_033777.3	13313340	13313974	3R	plus	uncharacterized gene	CR46407	54520475	pseudogene				Dmel_CR46407
NT_033777.3	13318991	13319270	3R	minus	uncharacterized protein	CG45080	19834892	protein-coding	NM_001300383.1	NP_001287312.1	55	Dmel_CG45080
NT_033777.3	13329070	13334166	3R	minus	Pyrokinin 2 receptor 2	PK2-R2	41638	protein-coding	NM_169505.2	NP_731788.1	599	Dmel_CG8795
NT_033777.3	13338330	13345106	3R	plus	Pyrokinin 2 receptor 1	PK2-R1	41639	protein-coding	NM_169507.3	NP_731790.1	660	Dmel_CG8784
NT_033777.3	13353673	13355413	3R	plus	methuselah-like 12	mthl12	261599	protein-coding	NM_169508.2	NP_731791.2	488	Dmel_CG32853
NT_033777.3	13361816	13366910	3R	minus	Elongator complex protein 6	Elp6	41641	protein-coding	NM_079619.4	NP_524343.2	251	Dmel_CG9829
NT_033777.3	13364938	13369278	3R	plus	Dicarboxylate carrier 1	Dic1	41640	protein-coding	NM_142022.4	NP_650279.1	280	Dmel_CG8790
NT_033777.3	13369648	13370346	3R	plus	Chemosensory protein A 87a	CheA87a	41642	protein-coding	NM_142023.4	NP_650280.1	183	Dmel_CG14379
NT_033777.3	13370240	13371904	3R	minus	Lipase 3	Lip3	41643	protein-coding	NM_057983.4	NP_477331.1	394	Dmel_CG8823
NT_033777.3	13372630	13373326	3R	plus	uncharacterized protein	CG34309	5740636	protein-coding	NM_001104301.2	NP_001097771.1	101	Dmel_CG34309
NT_033777.3	13373104	13379775	3R	minus	uncharacterized protein, isoform C	CG9813	41644	protein-coding	NM_169511.2	NP_731796.1	424	Dmel_CG9813
NT_033777.3	13376903	13377395	3R	plus	long non-coding RNA:CR44138	lncRNA:CR44138	14462465	lncRNA	NR_074008.1			Dmel_CR44138
NT_033777.3	13379842	13381509	3R	plus	uncharacterized protein	CG8870	41645	protein-coding	NM_169517.2	NP_731802.1	356	Dmel_CG8870
NT_033777.3	13381276	13381809	3R	minus	mitochondrial ribosomal protein S21	mRpS21	318249	protein-coding	NM_169518.2	NP_731803.1	87	Dmel_CG32854
NT_033777.3	13382106	13385283	3R	plus	DnaJ-like-2	Droj2	41646	protein-coding	NM_142026.3	NP_650283.1	403	Dmel_CG8863
NT_033777.3	13385648	13388709	3R	minus	uncharacterized protein	CG9799	41647	protein-coding	NM_142027.4	NP_650284.2	922	Dmel_CG9799
NT_033777.3	13389059	13395197	3R	minus	CCHamide-2	CCHa2	41648	protein-coding	NM_142028.3	NP_650285.1	136	Dmel_CG14375
NT_033777.3	13396694	13397140	3R	minus	uncharacterized protein	CG14374	50026	protein-coding	NM_169523.3	NP_731809.1	99	Dmel_CG14374
NT_033777.3	13397835	13398583	3R	plus	uncharacterized protein, isoform A	CG14377	41649	protein-coding	NM_169524.2	NP_731810.1	105	Dmel_CG14377
NT_033777.3	13398526	13401862	3R	minus	Gamma-interferon-inducible lysosomal thiol reductase 1	GILT1	41650	protein-coding	NM_142030.4	NP_650287.3	250	Dmel_CG9796
NT_033777.3	13402559	13403051	3R	minus	Dolichyl-phosphate mannosyltransferase subunit 3	Dpm3	3885575	protein-coding	NM_001038962.3	NP_001034051.1	94	Dmel_CG33977
NT_033777.3	13403423	13404870	3R	minus	yellow-e3	yellow-e3	41651	protein-coding	NM_142031.4	NP_650288.1	409	Dmel_CG17045
NT_033777.3	13405109	13406998	3R	minus	yellow-e2	yellow-e2	41652	protein-coding	NM_142032.3	NP_650289.2	435	Dmel_CG17044
NT_033777.3	13409543	13415286	3R	minus	yellow-e	yellow-e	41653	protein-coding	NM_079620.3	NP_524344.1	530	Dmel_CG9792
NT_033777.3	13420279	13423140	3R	plus	Ionotropic receptor 87a	Ir87a	41654	protein-coding	NM_142033.2	NP_650290.2	796	Dmel_CG14376
NT_033777.3	13425833	13426178	3R	minus	long non-coding RNA:CR45591	lncRNA:CR45591	19835387	lncRNA	NR_125155.1			Dmel_CR45591
NT_033777.3	13425983	13428375	3R	plus	Actin 87E	Act87E	48632	protein-coding	NM_057743.5	NP_477091.1	376	Dmel_CG18290
NT_033777.3	13428867	13434984	3R	minus	yurt	yrt	41656	protein-coding	NM_142034.2	NP_650291.1	972	Dmel_CG9764
NT_033777.3	13438587	13439209	3R	minus	long non-coding RNA:CR42756	lncRNA:CR42756	10178970	lncRNA	NR_037760.1			Dmel_CR42756
NT_033777.3	13443070	13444076	3R	minus	long non-coding RNA:CR45679	lncRNA:CR45679	19835871	lncRNA	NR_125156.1			Dmel_CR45679
NT_033777.3	13450590	13464184	3R	plus	sidestep IV	side-IV	41657	protein-coding	NM_001038963.3	NP_001034052.2	1001	Dmel_CG14372
NT_033777.3	13455511	13466106	3R	minus	antisense RNA:CR17025	asRNA:CR17025	12797896	antisense_RNA	NR_048380.1			Dmel_CR17025
NT_033777.3	13459671	13466106	3R	minus	antisense RNA:CR46354	asRNA:CR46354	39877396	antisense_RNA	NR_163205.1			Dmel_CR46354
NT_033777.3	13464219	13464311	3R	minus	mir-252 stem loop	mir-252	12797897	miRNA	NR_048381.1			Dmel_CR43030
NT_033777.3	13466495	13466722	3R	plus	long non-coding RNA:CR45914	lncRNA:CR45914	26067242	lncRNA	NR_133392.1			Dmel_CR45914
NT_033777.3	13478265	13478780	3R	plus	long non-coding RNA:CR45589	lncRNA:CR45589	19835204	lncRNA	NR_125157.1			Dmel_CR45589
NT_033777.3	13522951	13523535	3R	minus	uncharacterized protein	CG12538	41658	protein-coding	NM_142036.1	NP_650293.1	194	Dmel_CG12538
NT_033777.3	13528597	13529356	3R	minus	uncharacterized protein	CG46457	10178823	protein-coding	NM_001202289.3	NP_001189218.3	133	Dmel_CG46457
NT_033777.3	13541913	13542314	3R	plus	long noncoding RNA: testis-specific 26	lncRNA:TS26	36786384	lncRNA	NR_156784.1			Dmel_CR46333
NT_033777.3	13543966	13545400	3R	minus	uncharacterized protein	CG31337	318688	protein-coding	NM_169526.3	NP_731817.1	104	Dmel_CG31337
NT_033777.3	13574825	13575479	3R	plus	long non-coding RNA:CR43848	lncRNA:CR43848	14462466	lncRNA	NR_074009.1			Dmel_CR43848
NT_033777.3	13587997	13588725	3R	plus	uncharacterized protein	CG14370	41659	protein-coding	NM_142037.2	NP_650294.1	132	Dmel_CG14370
NT_033777.3	13591632	13592657	3R	minus	uncharacterized protein	CG14369	41660	protein-coding	NM_142038.2	NP_650295.1	112	Dmel_CG14369
NT_033777.3	13607078	13609246	3R	minus	uncharacterized protein, isoform A	CG9759	41661	protein-coding	NM_142039.2	NP_650296.1	112	Dmel_CG9759
